类别,日期,前结算,今开盘,最高价,最低价,收盘价,结算参考价,涨跌1,涨跌2,成交手,持仓手,变化
1709,20170517,45390,45450,45790,45410,45540,45570,150,180,11018,40456,1078
1710,20170517,45560,45590,45890,45550,45660,45700,100,140,2340,24400,14
1711,20170517,45690,45770,46040,45720,45810,45890,120,200,402,12936,46
1712,20170517,45800,45920,46170,45850,46040,45980,240,180,900,18352,306
1801,20170517,45950,46020,46340,46020,46170,46090,220,140,354,12248,172
1802,20170517,46140,46210,46500,46170,46300,46270,160,130,222,6466,2
1803,20170517,46270,46300,46650,46260,46450,46420,180,150,226,5630,58
1804,20170517,46450,46450,46850,46450,46640,46640,190,190,390,2210,218
1805,20170517,46530,46650,47000,46620,46780,46840,250,310,832,952,582
小计,20170517,,,,,,,,,349136,583120,-12634
1706,20170518,45370,45230,45450,44910,44920,45050,-450,-320,60920,129196,-3230
1707,20170518,45410,45240,45480,44920,44960,45130,-450,-280,251502,224554,12990
1708,20170518,45460,45320,45540,44990,45040,45160,-420,-300,46830,118904,3424
1709,20170518,45570,45360,45600,45080,45150,45260,-420,-310,14692,43054,2598
1710,20170518,45700,45480,45720,45200,45270,45360,-430,-340,2786,25260,860
1711,20170518,45890,45570,45850,45380,45520,45580,-370,-310,150,12942,6
1712,20170518,45980,45950,45950,45490,45640,45680,-340,-300,226,18418,66
1801,20170518,46090,45910,46130,45680,45780,45900,-310,-190,142,12230,-18
1802,20170518,46270,46130,46250,45780,45850,45970,-420,-300,100,6480,14
1803,20170518,46420,46330,46410,45980,46010,46190,-410,-230,70,5606,-24
1804,20170518,46640,46350,46600,46090,46160,46270,-480,-370,304,2160,-50
1805,20170518,46840,46510,46750,46280,46310,46490,-530,-350,118,954,2
小计,20170518,,,,,,,,,377840,599758,16638
1706,20170519,45050,44630,45370,44570,45280,45160,230,110,67874,119304,-9892
1707,20170519,45130,44650,45400,44610,45300,45130,170,0,279650,215514,-9040
1708,20170519,45160,44790,45460,44690,45360,45160,200,0,53258,119060,156
1709,20170519,45260,44880,45540,44760,45420,45320,160,60,14488,45350,2296
1710,20170519,45360,44930,45650,44910,45550,45400,190,40,2010,25434,174
1711,20170519,45580,45110,45730,45100,45720,45600,140,20,210,12908,-34
1712,20170519,45680,45200,45930,45200,45890,45730,210,50,442,18538,120
1801,20170519,45900,45400,46090,45400,46050,45930,150,30,132,12256,26
1802,20170519,45970,45550,46220,45550,46120,46110,150,140,126,6510,30
1803,20170519,46190,46260,46420,46220,46420,46290,230,100,24,5598,-8
1804,20170519,46270,45890,46610,45830,46440,46400,170,130,194,2214,54
1805,20170519,46490,45910,46780,45910,46580,46650,90,160,804,1366,412
小计,20170519,,,,,,,,,419212,584052,-15706
1706,20170522,45160,45520,45970,45440,45780,45760,620,600,76852,105662,-13642
1707,20170522,45130,45570,46030,45470,45800,45810,670,680,316766,204386,-11128
1708,20170522,45160,45600,46090,45540,45860,45860,700,700,64606,125008,5948
1709,20170522,45320,45680,46180,45630,45950,45960,630,640,18626,47098,1748
1710,20170522,45400,45840,46290,45750,46040,46100,640,700,3832,25390,-44
1711,20170522,45600,45910,46480,45910,46210,46240,610,640,998,13320,412
1712,20170522,45730,46050,46590,46050,46380,46400,650,670,1010,18818,280
1801,20170522,45930,46210,46750,46210,46520,46620,590,690,924,12612,356
1802,20170522,46110,46400,46910,46400,46680,46760,570,650,602,6760,250
1803,20170522,46290,46570,47060,46560,46860,46930,570,640,398,5818,220
1804,20170522,46400,46850,47170,46690,46950,47050,550,650,450,2444,230
1805,20170522,46650,46840,47390,46830,47120,47140,470,490,722,1764,398
小计,20170522,,,,,,,,,485786,569080,-14972
1706,20170523,45760,45910,46050,45720,45720,45880,-40,120,59264,96752,-8910
1707,20170523,45810,45980,46130,45760,45770,45950,-40,140,199768,205984,1598
1708,20170523,45860,46030,46180,45830,45840,45990,-20,130,48382,126774,1766
1709,20170523,45960,46070,46270,45920,45950,46080,-10,120,17868,50482,3384
1710,20170523,46100,46310,46380,46040,46070,46210,-30,110,2728,25484,94
1711,20170523,46240,46330,46530,46220,46220,46360,-20,120,502,13384,64
1712,20170523,46400,46560,46680,46350,46370,46530,-30,130,1114,19124,306
1801,20170523,46620,46630,46850,46500,46560,46690,-60,70,1028,12958,346
1802,20170523,46760,46840,47030,46660,46670,46850,-90,90,1036,7216,456
1803,20170523,46930,46930,47200,46850,46850,47050,-80,120,554,6102,284
1804,20170523,47050,47100,47310,46950,46990,47120,-60,70,444,2612,168
1805,20170523,47140,47200,47400,47010,47160,47260,20,120,308,1806,42
小计,20170523,,,,,,,,,332996,568678,-402
1706,20170524,45880,45850,46080,45490,45730,45790,-150,-90,58294,88560,-8192
1707,20170524,45950,45920,46160,45510,45780,45860,-170,-90,231488,201670,-4314
1708,20170524,45990,45940,46210,45560,45830,45890,-160,-100,84274,147650,20876
1709,20170524,46080,45950,46310,45640,45890,45970,-190,-110,20580,53006,2524
1710,20170524,46210,46190,46400,45760,46040,46130,-170,-80,4808,25570,86
1711,20170524,46360,46520,47010,45930,46170,46170,-190,-190,3844,13858,474
1712,20170524,46530,46380,46700,46120,46350,46440,-180,-90,1808,19888,764
1801,20170524,46690,46660,46830,46240,46500,46560,-190,-130,694,13008,50
1802,20170524,46850,46800,47000,46390,46650,46790,-200,-60,686,7388,172
1803,20170524,47050,46960,47200,46550,46820,46940,-230,-110,356,6188,86
1804,20170524,47120,47120,47400,46710,46940,47110,-180,-10,936,2814,202
1805,20170524,47260,47230,47580,46870,47050,47200,-210,-60,828,1966,160
小计,20170524,,,,,,,,,408596,581566,12888
1706,20170525,45790,45730,46000,45680,45950,45870,160,80,49298,78068,-10492
1707,20170525,45860,45900,46070,45730,45970,45910,110,50,202522,199120,-2550
1708,20170525,45890,45920,46110,45760,46010,45950,120,60,71016,157054,9404
1709,20170525,45970,46050,46200,45860,46080,46060,110,90,14428,56098,3092
1710,20170525,46130,46190,46310,45980,46210,46170,80,40,2382,25818,248
1711,20170525,46170,46340,46440,46180,46330,46290,160,120,590,13604,-254
1712,20170525,46440,46510,46590,46320,46470,46460,30,20,670,20264,376
1801,20170525,46560,46640,46700,46510,46620,46610,60,50,90,13002,-6
1802,20170525,46790,46750,46870,46590,46750,46720,-40,-70,34,7394,6
1803,20170525,46940,46820,47000,46750,46900,46860,-40,-80,118,6202,14
1804,20170525,47110,46960,47060,46890,47060,46970,-50,-140,138,2824,10
1805,20170525,47200,47080,47260,46960,47200,47110,0,-90,234,2048,82
小计,20170525,,,,,,,,,341520,581496,-70
1706,20170526,45870,45890,46260,45810,45940,45920,70,50,43490,68532,-9536
1707,20170526,45910,45910,46350,45850,46000,46050,90,140,269820,191230,-7890
1708,20170526,45950,45990,46380,45900,46040,46080,90,130,80318,165286,8232
1709,20170526,46060,46050,46450,45980,46110,46150,50,90,24428,60328,4230
1710,20170526,46170,46170,46540,46100,46260,46260,90,90,3686,26942,1124
1711,20170526,46290,46390,46680,46250,46360,46420,70,130,316,13680,76
1712,20170526,46460,46580,46850,46430,46570,46670,110,210,684,20594,330
1801,20170526,46610,46590,46980,46540,46600,46730,-10,120,210,13004,2
1802,20170526,46720,46940,47090,46720,46770,46950,50,230,50,7398,4
1803,20170526,46860,47190,47260,46850,46920,46940,60,80,250,6142,-60
1804,20170526,46970,47190,47400,46980,47050,47190,80,220,88,2838,14
1805,20170526,47110,47110,47580,47050,47250,47360,140,250,616,2424,376
小计,20170526,,,,,,,,,423956,578398,-3098
1706,20170531,45920,45510,45770,45150,45180,45500,-740,-420,42784,58186,-10346
1707,20170531,46050,45690,45850,45170,45230,45540,-820,-510,211210,174426,-16804
1708,20170531,46080,45850,45890,45190,45240,45560,-840,-520,115244,187636,22350
1709,20170531,46150,45790,46030,45280,45350,45630,-800,-520,30482,64576,4248
1710,20170531,46260,45950,46080,45400,45470,45810,-790,-450,4916,27464,522
1711,20170531,46420,46110,46210,45590,45650,45960,-770,-460,1340,14564,884
1712,20170531,46670,46280,46370,45750,45760,46090,-910,-580,648,20734,140
1801,20170531,46730,46430,46470,45910,45970,46270,-760,-460,650,13264,260
1802,20170531,46950,46520,46640,46080,46130,46450,-820,-500,596,7798,400
1803,20170531,46940,46680,46800,46290,46290,46590,-650,-350,458,6468,326
1804,20170531,47190,46960,46960,46410,46430,46710,-760,-480,220,2884,46
1805,20170531,47360,47000,47100,46530,46530,46910,-830,-450,698,2554,130
小计,20170531,,,,,,,,,409246,580554,2156
1706,20170601,45500,45300,45460,45060,45300,45250,-200,-250,30456,51730,-6456
1707,20170601,45540,45330,45540,45080,45340,45310,-200,-230,186044,159794,-14632
1708,20170601,45560,45320,45570,45110,45350,45330,-210,-230,132220,196008,8372
1709,20170601,45630,45430,45630,45200,45450,45410,-180,-220,28008,68352,3776
1710,20170601,45810,45550,45740,45320,45600,45520,-210,-290,5698,27912,448
1711,20170601,45960,45750,45910,45480,45720,45750,-240,-210,1008,14948,384
1712,20170601,46090,45900,46080,45650,45840,45920,-250,-170,1196,20860,126
1801,20170601,46270,46020,46210,45810,46000,46040,-270,-230,340,13308,44
1802,20170601,46450,46030,46340,45970,46110,46130,-340,-320,90,7774,-24
1803,20170601,46590,46270,46480,46090,46250,46340,-340,-250,176,6434,-34
1804,20170601,46710,46450,46570,46270,46450,46440,-260,-270,292,2846,-38
1805,20170601,46910,46560,46690,46420,46610,46570,-300,-340,248,2554,0
小计,20170601,,,,,,,,,385776,572520,-8034
1706,20170602,45250,45320,45500,45220,45320,45280,70,30,21850,48330,-3400
1707,20170602,45310,45450,45580,45250,45330,45380,20,70,145734,157424,-2370
1708,20170602,45330,45450,45610,45280,45380,45410,50,80,121784,205450,9442
1709,20170602,45410,45500,45670,45370,45470,45500,60,90,23680,73810,5458
1710,20170602,45520,45680,45800,45500,45600,45640,80,120,3036,28734,822
1711,20170602,45750,45820,45920,45660,45720,45760,-30,10,214,14988,40
1712,20170602,45920,45890,46100,45810,45880,45960,-40,40,274,20870,10
1801,20170602,46040,46070,46230,45930,46020,46090,-20,50,172,13290,-18
1802,20170602,46130,46290,46310,46070,46150,46250,20,120,276,7936,162
1803,20170602,46340,46400,46460,46290,46360,46400,20,60,178,6550,116
1804,20170602,46440,46580,46600,46390,46490,46530,50,90,92,2828,-18
1805,20170602,46570,46670,46760,46510,46600,46660,30,90,186,2594,40
小计,20170602,,,,,,,,,317476,582804,10284
1706,20170605,45280,44900,45800,44840,45200,45200,-80,-80,24970,45280,-3050
1707,20170605,45380,44920,45460,44860,45240,45230,-140,-150,157696,153784,-3640
1708,20170605,45410,44980,45490,44900,45280,45250,-130,-160,157414,207912,2462
1709,20170605,45500,45080,45540,45000,45370,45330,-130,-170,32324,74874,1064
1710,20170605,45640,45200,45650,45090,45490,45420,-150,-220,4048,28752,18
1711,20170605,45760,45230,45780,45230,45650,45600,-110,-160,838,15180,192
1712,20170605,45960,45360,45950,45290,45820,45650,-140,-310,1904,19994,-876
1801,20170605,46090,45570,46090,45550,45940,45860,-150,-230,398,13524,234
1802,20170605,46250,45810,46220,45730,46100,45980,-150,-270,192,7998,62
1803,20170605,46400,45900,46340,45900,46180,46240,-220,-160,214,6668,118
1804,20170605,46530,46100,46520,46090,46380,46420,-150,-110,452,3158,330
1805,20170605,46660,46250,46620,46160,46570,46540,-90,-120,564,2912,318
小计,20170605,,,,,,,,,381014,580036,-2768
1706,20170606,45200,45150,45250,44860,44860,45070,-340,-130,27580,40030,-5250
1707,20170606,45230,45150,45310,44880,44880,45130,-350,-100,117788,153572,-212
1708,20170606,45250,45160,45350,44900,44920,45150,-330,-100,158238,219982,12070
1709,20170606,45330,45300,45430,45000,45010,45220,-320,-110,27114,78328,3454
1710,20170606,45420,45390,45530,45120,45160,45350,-260,-70,4418,29570,818
1711,20170606,45600,45530,45690,45260,45290,45500,-310,-100,616,15224,44
1712,20170606,45650,45700,45860,45400,45410,45610,-240,-40,1086,19520,-474
1801,20170606,45860,45850,46010,45610,45610,45800,-250,-60,198,13566,42
1802,20170606,45980,46020,46030,45760,45760,45940,-220,-40,144,8028,30
1803,20170606,46240,46180,46180,46040,46050,46110,-190,-130,52,6668,0
1804,20170606,46420,46340,46360,46050,46050,46280,-370,-140,52,3158,0
1805,20170606,46540,46430,46560,46300,46300,46420,-240,-120,262,2900,-12
小计,20170606,,,,,,,,,337548,590546,10510
1706,20170607,45070,44830,45190,44670,44850,44970,-220,-100,26260,35740,-4290
1707,20170607,45130,44800,45250,44670,44850,45000,-280,-130,128200,148722,-4850
1708,20170607,45150,44850,45300,44680,44880,45020,-270,-130,277966,223644,3662
1709,20170607,45220,44980,45370,44760,44940,45100,-280,-120,47024,75992,-2336
1710,20170607,45350,45000,45470,44880,45090,45180,-260,-170,6718,30950,1380
1711,20170607,45500,45130,45610,45030,45230,45340,-270,-160,748,15310,86
1712,20170607,45610,45350,45750,45180,45380,45400,-230,-210,596,19410,-110
1801,20170607,45800,45450,45900,45360,45570,45670,-230,-130,110,13596,30
1802,20170607,45940,45570,46100,45530,45680,45920,-260,-20,198,8058,30
1803,20170607,46110,45740,46290,45700,45780,46060,-330,-50,422,6854,186
1804,20170607,46280,45900,46390,45840,45990,46170,-290,-110,418,3248,90
1805,20170607,46420,46080,46550,46000,46090,46290,-330,-130,472,3076,176
小计,20170607,,,,,,,,,489132,584600,-5946
1706,20170608,44970,44900,45240,44800,45130,44990,160,20,25190,31790,-3950
1707,20170608,45000,44930,45300,44820,45210,45030,210,30,87518,141190,-7532
1708,20170608,45020,44980,45360,44820,45260,45070,240,50,209292,218882,-4762
1709,20170608,45100,45020,45420,44910,45330,45150,230,50,33266,75444,-548
1710,20170608,45180,45180,45520,45040,45510,45260,330,80,8492,31372,422
1711,20170608,45340,45290,45670,45200,45660,45430,320,90,1530,15654,344
1712,20170608,45400,45420,45820,45380,45810,45630,410,230,1358,19628,218
1801,20170608,45670,45640,46000,45550,46000,45850,330,180,748,14090,494
1802,20170608,45920,45810,46160,45680,46100,46010,180,90,604,8436,378
1803,20170608,46060,45940,46300,45820,46300,46180,240,120,366,7112,258
1804,20170608,46170,46090,46440,46010,46410,46340,240,170,282,3396,148
1805,20170608,46290,46130,46670,46080,46510,46410,220,120,380,3126,50
小计,20170608,,,,,,,,,369026,570120,-14480
1706,20170609,44990,45370,45850,45360,45850,45630,860,640,29400,23460,-8330
1707,20170609,45030,45470,45930,45440,45900,45690,870,660,114570,134402,-6788
1708,20170609,45070,45530,46000,45490,45930,45750,860,680,281390,220604,1722
1709,20170609,45150,45600,46070,45540,46020,45820,870,670,65826,84868,9424
1710,20170609,45260,45690,46160,45680,46140,45930,880,670,10220,32874,1502
1711,20170609,45430,45890,46310,45860,46230,46080,800,650,2600,16206,552
1712,20170609,45630,46170,46470,46010,46390,46220,760,590,1610,19952,324
1801,20170609,45850,46150,47040,46150,46550,46410,700,560,1630,14676,586
1802,20170609,46010,46290,46740,46290,46710,46560,700,550,1238,9034,598
1803,20170609,46180,46440,46920,46440,46910,46710,730,530,922,7520,408
1804,20170609,46340,46590,47110,46590,47090,46910,750,570,866,3936,540
1805,20170609,46410,46730,47300,46730,47200,47160,790,750,1154,3806,680
小计,20170609,,,,,,,,,511426,571338,1218
1706,20170612,45630,46010,46330,45960,46150,46150,520,520,23460,15570,-7890
1707,20170612,45690,46160,46500,46040,46260,46250,570,560,86914,128332,-6070
1708,20170612,45750,46220,46600,46110,46370,46340,620,590,246512,224214,3610
1709,20170612,45820,46290,46670,46200,46470,46420,650,600,53398,92888,8020
1710,20170612,45930,46160,46790,46160,46560,46510,630,580,11384,35884,3010
1711,20170612,46080,46580,46960,46470,46740,46720,660,640,2630,16754,548
1712,20170612,46220,46710,47170,46640,46840,46820,620,600,1640,20112,160
1801,20170612,46410,46940,47270,46690,47020,46990,610,580,2100,15480,804
1802,20170612,46560,47090,47520,47020,47200,47280,640,720,1462,9746,712
1803,20170612,46710,47410,47780,47260,47390,47510,680,800,1190,8240,720
1804,20170612,46910,47470,47910,47330,47540,47550,630,640,668,4076,140
1805,20170612,47160,47630,47960,47470,47740,47680,580,520,1016,3866,60
小计,20170612,,,,,,,,,432374,575162,3824
1706,20170613,46150,46060,46100,45700,45710,45890,-440,-260,17160,10090,-5480
1707,20170613,46250,46220,46240,45750,45760,45970,-490,-280,68968,125568,-2764
1708,20170613,46340,46290,46340,45810,45830,46070,-510,-270,197490,223494,-720
1709,20170613,46420,46360,46420,45870,45900,46150,-520,-270,41598,98764,5876
1710,20170613,46510,46410,46520,46000,46040,46240,-470,-270,7176,37086,1202
1711,20170613,46720,46650,46690,46160,46190,46370,-530,-350,1576,17238,484
1712,20170613,46820,46790,46830,46300,46350,46570,-470,-250,710,20174,62
1801,20170613,46990,46890,47000,46480,46530,46800,-460,-190,606,15484,4
1802,20170613,47280,47110,47150,46690,46710,46910,-570,-370,268,9738,-8
1803,20170613,47510,47290,47310,46880,47040,47120,-470,-390,142,8250,10
1804,20170613,47550,47450,47540,47010,47010,47330,-540,-220,184,4068,-8
1805,20170613,47680,47550,47650,47180,47200,47440,-480,-240,102,3862,-4
小计,20170613,,,,,,,,,335980,573816,-1346
1706,20170614,45890,45720,45850,45510,45760,45600,-130,-290,12250,6020,-4070
1707,20170614,45970,45550,45940,45550,45920,45740,-50,-230,71258,123158,-2410
1708,20170614,46070,45650,46020,45630,45960,45800,-110,-270,224422,214510,-8984
1709,20170614,46150,45730,46090,45710,46010,45890,-140,-260,45652,101080,2316
1710,20170614,46240,45900,46190,45780,46130,45980,-110,-260,7288,37234,148
1711,20170614,46370,46070,46330,46000,46280,46130,-90,-240,1402,17512,274
1712,20170614,46570,46230,46480,46150,46430,46300,-140,-270,648,20130,-44
1801,20170614,46800,46470,46630,46350,46630,46430,-170,-370,180,15524,40
1802,20170614,46910,46600,46840,46540,46770,46650,-140,-260,198,9692,-46
1803,20170614,47120,46810,47020,46720,46940,46800,-180,-320,374,8280,30
1804,20170614,47330,46970,47160,46850,47100,46980,-230,-350,198,4044,-24
1805,20170614,47440,47130,47280,46980,47250,47100,-190,-340,944,4138,276
小计,20170614,,,,,,,,,364814,561322,-12494
1706,20170615,45600,45560,45580,45250,45310,45360,-290,-240,4960,4700,-1320
1707,20170615,45740,45780,45850,45320,45550,45580,-190,-160,81210,117238,-5920
1708,20170615,45800,45850,45920,45380,45600,45650,-200,-150,220290,208066,-6444
1709,20170615,45890,45930,46000,45400,45710,45730,-180,-160,52456,100094,-986
1710,20170615,45980,46000,46090,45600,45790,45840,-190,-140,7582,37920,686
1711,20170615,46130,46190,46240,45740,45970,46000,-160,-130,1558,17704,192
1712,20170615,46300,46380,46380,45950,46140,46150,-160,-150,656,19994,-136
1801,20170615,46430,46500,46550,46210,46350,46320,-80,-110,252,15596,72
1802,20170615,46650,46750,46750,46310,46450,46480,-200,-170,324,9698,6
1803,20170615,46800,46910,46910,46460,46620,46650,-180,-150,504,8260,-20
1804,20170615,46980,47000,47000,46610,46700,46800,-280,-180,392,3972,-72
1805,20170615,47100,47130,47140,46730,46800,46920,-300,-180,1072,4578,440
